MSOA21CD,prop_soc1,prop_soc2,prop_soc3,prop_soc4,prop_soc5,prop_soc6,prop_soc7,prop_soc8,prop_soc9
E02000963,0.12381372765393953,0.2076804237475171,0.16839549768263076,0.08232178327080114,0.06444493489295962,0.1063782829397484,0.09799161333039064,0.050761421319796954,0.09821231516221585
E02000964,0.14960764244285227,0.24530876833845103,0.1796315250767656,0.09263050153531217,0.05578300921187308,0.08358921869669055,0.06533606277720914,0.04895939952234732,0.0791538723984988
E02000965,0.22379843319923778,0.33813254287529115,0.19479144611475757,0.059707812830827864,0.03154774507728139,0.041075587550285834,0.0414990472157527,0.021172983273343216,0.04827440186322253
E02000966,0.2587495084545812,0.3228470310656705,0.19720802202123477,0.051710578057412505,0.02595359811246559,0.05485646873771136,0.039520251671254426,0.018088871411718443,0.03106567046795124
E02000967,0.2642924086223055,0.37363323961262107,0.18338019368947203,0.0640424867228991,0.015932521087160263,0.03436426116838488,0.027491408934707903,0.010309278350515464,0.02655420181193377
E02000968,0.12120060790273557,0.2074468085106383,0.1405775075987842,0.09080547112462006,0.06629939209726443,0.09498480243161095,0.10809270516717326,0.054141337386018236,0.11645136778115502
E02000969,0.1219448777951118,0.2579303172126885,0.14300572022880914,0.08034321372854915,0.052002080083203325,0.09646385855434217,0.09022360894435777,0.06058242329693188,0.09750390015600624
E02000970,0.3470178156467854,0.3026077975729409,0.16318099664342886,0.047766589207332816,0.017557449005938548,0.049315775884327395,0.020139426800929512,0.013426284533953009,0.038987864704363544
E02000971,0.2612066876665859,0.3627332202568452,0.16549551732493337,0.051126726435667555,0.016234552944027137,0.03925369517809547,0.04797673855100557,0.022292221952992488,0.033680639689847344
E02000972,0.251564756860857,0.34232065479056334,0.16803081367356765,0.05296100144439095,0.02575830524795378,0.04260953298025999,0.054164660568127104,0.01516610495907559,0.04742416947520462
E02000973,0.24786628733997154,0.29534139402560455,0.1982574679943101,0.060099573257467995,0.029516358463726886,0.05956614509246088,0.0476529160739687,0.017425320056899004,0.044274537695590324
E02000974,0.25401005506344265,0.3466602824994015,0.15968398372037348,0.05386641129997606,0.025855877423988507,0.046923629399090255,0.03734737850131673,0.031122815417763947,0.04452956667464687
E02000975,0.233983286908078,0.3519034354688951,0.18454038997214484,0.055710306406685235,0.03040854224698236,0.0489786443825441,0.03969359331476323,0.012302692664809656,0.04247910863509749
E02000976,0.21281263712154452,0.3562966213251426,0.1827555945590171,0.06559894690653796,0.025449758666081616,0.0443176831943835,0.04234313295304958,0.01689337428696797,0.05353225098727512
E02000977,0.2612184249628529,0.2906389301634473,0.20148588410104012,0.05052005943536404,0.03536404160475483,0.06032689450222883,0.03803863298662704,0.013075780089153046,0.049331352154531945
E02000978,0.34869043862417165,0.23224992111076048,0.18207636478384348,0.04323130325023667,0.02082675923004102,0.07762701167560744,0.02082675923004102,0.017986746607762703,0.0564846954875355
E02000979,0.22740595994137763,0.34465070835368833,0.17342452369320957,0.06643869076697606,0.03321934538348803,0.049829018075232046,0.03590620420127015,0.01441133365901319,0.05471421592574499
