MSOA11CD,active_commuters,prop_car,prop_pt,prop_active
E02000824,3732,0.17390139335476956,0.6792604501607717,0.14040728831725616
E02000825,3934,0.16573462125063548,0.6997966446365023,0.12785968479918658
E02000826,4075,0.147239263803681,0.6471165644171779,0.2
E02000827,4673,0.12582923175690136,0.6890648405735074,0.17783008773806977
E02000828,3557,0.161653078436885,0.6873770030924937,0.14619061006466122
E02000829,4718,0.18164476473081814,0.6729546417973717,0.1394658753709199
E02000830,4691,0.1502877851204434,0.6199104668514176,0.21978256235344276
E02000831,4729,0.15077183336857686,0.6466483400296046,0.19623599069570732
E02000832,4333,0.21740133856450497,0.6120470805446573,0.16178167551350103
E02000833,3558,0.16582349634626195,0.6408094435075885,0.18662169758291175
E02000834,5310,0.17966101694915254,0.6404896421845574,0.17457627118644067
E02000835,3446,0.2724898432965757,0.567034242600116,0.1546720835751596
E02000836,4396,0.20313921747042765,0.6155595996360328,0.17743403093721566
E02000837,4228,0.21073793755912962,0.597918637653737,0.1837748344370861
E02000838,4719,0.2462386098749735,0.5927103199830472,0.15575333757151938
E02000839,3605,0.27295423023578363,0.6085991678224688,0.1087378640776699
E02006802,3511,0.097977784107092,0.5568214183993164,0.33323839362005125
E02000864,3468,0.17358708189158017,0.5986159169550173,0.222318339100346
E02000865,2987,0.14328757951121526,0.5985939069300301,0.24907934382323402
E02000866,4758,0.15699873896595207,0.610760823875578,0.22635561160151324
E02000867,5346,0.13767302656191546,0.7151141040029929,0.1429105873550318
E02000868,3314,0.10289680144840073,0.5543150271575136,0.3370549185274593
E02000869,2727,0.1188118811881188,0.4679134580124679,0.4041070773744041
E02000870,2964,0.13731443994601888,0.6174089068825911,0.23616734143049933
E02000871,3228,0.1734820322180917,0.6827757125154895,0.13506815365551425
E02000872,3684,0.08930510314875136,0.506786102062975,0.3954940282301846
E02000873,3160,0.14525316455696202,0.6132911392405064,0.23386075949367088
E02000874,2622,0.15331807780320367,0.6086956521739131,0.22616323417238748
E02000875,3581,0.18486456297123707,0.6601507958670763,0.1482826026249651
E02000876,3133,0.1021385253750399,0.6118736035748484,0.27832748164698373
E02000877,3649,0.16771718278980544,0.6686763496848451,0.1586736092080022
E02000878,4836,0.07092638544251448,0.49069478908188585,0.43093465674110837
E02000879,2964,0.15856950067476383,0.5843454790823212,0.2483130904183536
E02000880,2405,0.13014553014553015,0.5584199584199584,0.30145530145530147
E02000881,2359,0.22467147096227216,0.6146672318779144,0.15642221280203475
E02000882,3051,0.20386758439855784,0.5850540806293019,0.20353982300884957
E02000883,2646,0.20294784580498867,0.6243386243386243,0.1659108087679516
E02000884,4931,0.07888866355708782,0.4946258365443115,0.41391198539849927
E02000885,2467,0.15322253749493311,0.5820835022294285,0.2573976489663559
E02000886,3819,0.1335428122545169,0.6103692065985861,0.24063891070960985
E02000887,3368,0.18586698337292162,0.6107482185273159,0.19685273159144892
E02000888,3908,0.1394575230296827,0.6136131013306039,0.24002047082906858
E02000889,3566,0.12815479528883902,0.4582164890633763,0.40661805945036456
E02000890,3830,0.13211488250652742,0.5049608355091384,0.35718015665796343
E02000893,3310,0.19274924471299093,0.6398791540785499,0.15770392749244713
E02000894,5996,0.14192795196797867,0.6919613075383589,0.14109406270847233
E02006853,3706,0.10982191041554236,0.5960604425256341,0.2857528332433891
E02006854,3568,0.0913677130044843,0.5602578475336323,0.33099775784753366
E02000923,4250,0.1868235294117647,0.5501176470588235,0.25223529411764706
E02000925,3741,0.17722534081796312,0.5928896017107725,0.2202619620422347
E02000926,5440,0.19852941176470587,0.5955882352941176,0.1974264705882353
E02000927,3997,0.16087065298974232,0.6442331748811608,0.1916437327995997
E02000928,4734,0.2006759611322349,0.6013941698352345,0.18990283058724122
E02000929,3281,0.15391648887534287,0.6818043279487961,0.16031697653154525
E02000930,6551,0.11723401007479774,0.7296595939551214,0.14867959090215235
E02000931,5389,0.13657450361848208,0.705511226572648,0.1525329374652069
E02000932,6946,0.1490066225165563,0.683846818312698,0.15505326806795278
E02000933,4734,0.2177862272919307,0.6297000422475708,0.1442754541613857
E02000934,6138,0.13880742913000976,0.7173346366894754,0.13994786575431736
E02000935,2646,0.24829931972789115,0.5801209372637944,0.1636432350718065
E02000936,5028,0.1505568814638027,0.7028639618138425,0.14101034208432778
E02000937,4213,0.18158082126750533,0.6387372418704012,0.17279848089247568
E02000938,4342,0.2572547213265776,0.5840626439428834,0.15131275909719025
E02000939,3840,0.18984375,0.6408854166666667,0.1609375
